id,female,black,latin,white,employed,wage,collgrad,age,parent_college,numkids,efc
4671,1,0,1,0,1,25.67,1,34,0,2,3.374779
4673,1,0,0,1,1,21,1,33,1,1,1.588587
4674,1,0,0,1,1,11.75,0,35,0,0,0.8741666
4675,1,1,0,0,1,11.63,0,37,0,5,0
4676,1,0,0,1,0,19.23,0,36,0,3,0.45360969999999995
4677,1,0,0,1,1,10.83,0,35,0,1,0
4679,0,0,1,0,1,16.3,0,34,0,0,0.1016918
4680,0,0,0,1,0,13.36,0,35,0,0,0.1958663
4681,0,0,0,1,1,19.31,0,33,0,3,0
4683,1,0,0,0,1,11,0,36,0,2,0
4684,1,0,0,0,0,20,0,34,0,0,0
4687,1,0,0,1,1,19,0,33,0,3,5.909993
4690,0,0,0,1,1,32.53,0,37,0,0,1.609094
4692,0,0,0,1,0,NA,0,37,0,0,0
4693,0,0,1,0,1,13,0,36,0,0,2.884185
4694,1,0,1,0,1,23.62,1,33,0,1,2.884185
4696,1,0,1,0,1,10.5,0,36,0,4,0.7449122
4697,1,0,0,1,1,30.61,1,33,0,0,2.550034
4698,1,0,1,0,1,62.16,1,36,0,1,0
4700,1,0,1,0,0,NA,0,35,0,3,0
4701,0,0,1,0,0,12.67,0,33,0,3,0
4702,0,0,1,0,1,68.38,1,33,0,0,1.2212370000000001
4703,0,0,0,0,1,15.2,0,35,0,5,3.17714
4708,1,0,0,1,0,NA,0,35,0,1,12.12641
4710,0,0,0,1,1,69.61,1,37,0,3,5.541886000000001
4711,1,0,0,1,1,29.81,1,35,0,2,5.541886000000001
4714,1,0,0,1,0,NA,0,36,0,1,6.740911
4716,1,0,0,1,0,30,0,33,0,4,6.981307
4718,1,0,1,0,1,11.25,0,36,0,2,0
4719,1,0,0,1,1,55.23,1,37,1,2,25.84939
4721,1,0,0,1,0,10.28,0,37,0,2,3.04482
4722,1,0,0,1,1,15,0,35,0,2,3.04482
4723,1,0,0,1,1,13.1,1,35,1,0,13.32637
4726,1,0,0,1,0,NA,0,36,0,1,0
4728,1,0,0,1,0,16,0,35,0,1,8.998925
4731,0,0,0,1,1,14.42,1,36,1,3,2.573648
4732,1,0,0,1,1,76.93,1,34,1,2,2.573648
4733,1,0,1,0,0,25,0,33,0,0,0
4736,0,0,0,1,1,40.56,1,33,0,2,3.772094
4737,0,0,0,1,1,25.33,0,35,0,1,10.12865
4739,1,0,1,0,1,34.88,1,35,1,0,6.37932
4740,0,0,1,0,1,36.94,1,37,0,3,0.9961793999999999
4743,0,1,0,0,1,40,0,35,0,0,8.500967000000001
4745,0,0,1,0,1,30.27,0,34,0,1,2.045875
4747,1,1,0,0,1,29.04,1,37,1,0,32.44724
4748,1,0,0,1,0,NA,0,34,1,0,22.83741
4749,0,0,0,1,1,19.65,0,37,0,1,2.266422
4750,0,0,0,1,1,20,0,35,0,0,11.49631
4751,0,0,0,1,1,43.27,1,36,1,0,0.49182159999999997
4752,0,0,0,1,1,19.65,0,36,0,2,0
4754,1,0,0,1,1,22.59,1,36,0,0,0
4758,1,1,0,0,1,30.77,0,37,0,0,0.8238027
4759,0,0,0,1,1,21.44,0,36,0,0,0
4760,1,0,0,1,1,21.25,0,33,0,3,0
4761,1,0,0,1,1,18.61,0,34,0,2,0
4762,0,0,1,0,1,36.18,1,33,0,0,1.0172670000000001
4763,0,0,0,1,1,48.08,1,34,1,0,5.722606
4764,0,0,1,0,1,27,0,36,0,2,1.0548920000000002
4768,1,0,1,0,1,14,0,35,0,3,6.1400630000000005
4769,0,0,0,1,1,59,1,37,0,0,5.6468869999999995
4771,1,0,0,1,0,10,0,34,1,0,0
4772,1,0,1,0,1,32.25,0,33,0,3,0
4775,1,0,1,0,1,17.48,0,34,0,2,1.515298
4776,0,0,1,0,1,23,1,34,0,0,0
4777,1,0,1,0,0,12,0,37,0,2,0
4778,1,0,1,0,1,16.28,0,36,0,2,0.1683269
4779,1,0,1,0,1,21.6,0,34,0,3,0
4780,0,0,1,0,1,58.14,0,37,0,0,2.012822
4781,0,0,0,1,1,10,0,37,0,0,0
4782,0,0,1,0,1,42.77,1,36,0,3,0
4783,1,0,1,0,1,32,0,35,0,0,0
4784,1,0,1,0,1,24.11,0,34,0,3,0
4785,1,0,1,0,1,18.67,0,37,0,2,0.8477949
4786,1,0,1,0,1,18.75,0,34,0,2,0.8477949
4787,0,0,0,1,1,80,1,35,1,0,0
4788,0,0,0,1,0,25,1,37,1,0,44.88534
4789,1,0,0,1,0,NA,1,35,1,2,0
4790,0,0,0,1,0,NA,0,34,1,0,1.13035
4792,1,0,0,1,1,17,1,35,0,1,0
4793,0,0,0,1,1,43.18,1,37,1,0,18.583299999999998
4795,1,0,1,0,0,NA,0,36,0,4,0
4796,1,0,0,1,0,NA,1,36,0,1,15.14382
4797,1,0,0,1,1,16.35,0,33,1,1,7.783714
4798,0,0,1,0,1,46.54,1,33,1,3,0
4799,0,0,0,1,1,40,1,36,1,0,12.33992
4801,1,0,0,1,0,9.36,0,34,1,0,16.27396
4802,1,0,0,1,1,148.35,1,35,1,0,0
4804,1,0,0,1,1,26.53,1,35,0,2,1.3160070000000001
4805,0,0,0,1,0,NA,0,34,0,2,0
4808,0,0,0,1,1,22.55,0,37,0,2,0
4810,0,0,0,1,0,17.5,0,35,0,0,3.3283
4811,1,0,0,1,1,19.69,0,33,0,3,0
4812,1,0,0,1,1,18.4,1,34,1,0,1.0972899999999999
4813,0,0,0,1,1,29.06,1,35,1,2,30.59757
4814,0,0,0,1,1,43.27,1,34,1,2,20.11824
4815,1,0,0,1,1,35.71,1,34,1,2,3.1160740000000002
4817,0,0,0,1,1,11.3,1,36,0,0,3.359385
4818,0,0,0,1,1,92.3,1,33,0,1,11.4722
4820,0,0,0,1,1,39.32,0,35,0,0,2.013903
4821,1,0,0,1,1,22,1,34,0,0,2.013903
4826,0,0,0,1,1,63.24,1,37,1,2,0.7681906000000001
4828,1,0,0,1,1,45.88,1,36,0,0,15.76791
4830,0,0,0,1,1,9.88,1,34,1,0,5.406301
4831,0,0,0,1,1,10.35,0,36,0,0,4.901072
4832,0,0,0,1,1,16.39,1,34,1,0,4.40484
4833,0,0,0,1,1,75,1,37,1,1,27.80969
4834,1,0,0,1,1,13.5,0,37,0,0,1.169375
4835,0,0,0,1,0,NA,0,34,0,0,1.169375
4837,1,0,0,1,1,21.25,1,37,1,0,9.594026
4838,1,0,0,1,1,68.27,1,35,0,2,5.723375
4841,1,0,0,1,1,11.25,0,35,0,2,5.826118999999999
4842,1,0,0,1,1,51.57,1,33,0,0,5.826118999999999
4845,0,0,0,1,1,23.08,1,36,0,0,3.230367
4846,1,0,0,1,1,48,0,34,0,1,3.230367
4847,0,0,0,1,1,32.64,0,37,0,2,0
4848,0,0,0,1,0,48.87,0,33,0,1,7.2642370000000005
4849,0,0,0,1,0,NA,0,35,1,2,4.066125
4851,0,0,0,1,1,29.2,0,33,0,0,0
4852,1,0,0,1,1,67.31,1,37,1,1,40.50385
4853,0,0,0,1,1,26.2,1,33,1,1,29.52277
4855,1,0,0,1,0,14.58,1,34,0,0,11.574129999999998
4856,1,0,1,0,1,14,1,36,0,2,2.1910529999999997
4857,1,0,1,0,0,NA,0,33,0,0,2.1910529999999997
4858,1,0,0,1,0,43.71,1,33,1,1,3.923141
4860,1,0,0,1,1,21.15,0,37,0,2,0
4862,1,0,0,1,1,13,0,36,0,3,0
4863,0,0,0,1,1,31.99,1,36,1,3,0.019830829999999997
4864,0,0,0,1,1,8.65,0,33,1,1,0.019830829999999997
4865,1,0,0,1,0,NA,0,35,1,4,1.080099
4867,1,0,0,1,1,15.3,0,35,0,2,1.018437
4868,1,0,0,1,0,NA,0,36,0,2,0
4870,0,0,0,1,1,19.86,1,37,0,0,1.6119480000000002
4871,1,0,0,1,0,18,1,36,0,2,1.242796
4872,0,0,0,1,1,24.5,0,35,0,0,0
4873,1,0,0,1,1,15,0,35,0,5,0
4874,0,0,0,1,1,17.45,0,33,0,3,0
4875,1,0,0,1,1,33.75,1,35,0,0,3.800085
4876,1,0,0,1,0,NA,1,35,0,5,0.6425153
4877,1,0,0,1,1,20,1,33,0,0,0.6425153
4878,1,0,0,1,1,32.5,1,35,0,3,0
4880,1,0,0,1,1,12.32,0,34,0,1,0
4881,1,0,0,1,1,17,1,34,0,0,3.2960390000000004
4882,1,0,0,1,0,NA,1,36,1,3,0
4884,0,0,0,1,1,28,0,37,0,2,0
4885,1,0,0,1,1,13.86,0,34,1,2,2.232873
4886,0,0,0,1,1,16.51,0,33,0,1,0
4890,0,0,0,1,0,NA,1,34,1,1,3.427089
4891,0,0,0,1,1,38.46,1,35,0,2,26.85362
4892,0,0,0,1,1,20,0,35,0,0,0
4894,0,0,0,1,1,17.88,0,37,0,0,0.8495028
4895,1,0,0,1,1,14.74,1,35,0,0,2.1313090000000003
4897,0,0,0,1,1,40.87,1,33,0,2,4.506474
4899,1,0,0,1,1,23.63,1,35,0,0,5.419157
4900,0,0,0,1,1,44.62,1,37,0,0,11.50113
4901,1,0,0,1,0,NA,0,37,0,3,1.029653
4902,0,0,0,1,0,NA,0,34,0,0,1.029653
4903,1,1,0,0,1,10.91,0,34,0,3,0.29065769999999996
4904,1,0,0,1,1,19.62,0,36,1,0,0
4906,0,0,0,1,1,30.86,0,34,0,2,1.4208589999999999
4908,0,0,0,1,0,NA,0,37,0,2,0
4909,0,0,0,1,1,12,0,35,0,0,0
4910,0,0,0,1,0,NA,0,33,0,0,0
4911,0,0,0,1,1,24.48,1,35,0,2,3.183387
4912,0,0,0,1,1,21,0,33,0,0,3.183387
4915,1,0,0,1,1,12.75,0,37,0,2,2.1764720000000004
4916,0,0,0,1,1,36.32,1,34,0,1,2.1764720000000004
4917,1,0,0,1,1,17.71,0,36,0,3,0.23456090000000002
4918,0,0,0,1,1,9.5,0,36,0,3,0
4919,0,0,0,1,1,35.81,0,33,0,3,0
4920,0,0,0,1,1,20.6,0,33,0,1,0.2260741
4921,0,0,0,1,1,27.05,0,36,0,1,1.184919
4922,0,0,0,1,1,25.69,0,34,0,2,1.184919
4923,1,0,0,1,0,NA,0,34,0,4,0
4926,1,0,0,1,1,19,1,37,1,1,11.137799999999999
4927,0,0,0,1,1,30.77,1,34,1,0,20.99977
4929,0,0,0,1,1,24,0,35,0,0,0
4930,0,0,0,1,0,19.22,0,33,0,0,0
4931,0,0,0,1,1,26.72,0,35,0,2,6.091695
4934,0,0,0,1,1,47.32,0,33,0,1,0.7291948
4937,0,1,0,0,1,19.88,0,34,0,0,43.42039
4938,1,0,0,1,1,16.4,1,34,0,1,13.18914
4940,0,0,0,1,0,NA,0,35,1,1,0.2995528
4942,0,0,0,1,1,33.65,1,36,0,0,0.3939878
4943,0,0,0,1,1,34.07,1,35,0,1,0.3939878
4944,1,0,0,1,1,26.1,1,34,0,0,6.014074
4946,0,0,0,1,1,16.95,0,34,0,2,0.8037949999999999
4950,0,0,0,1,1,21.43,0,37,0,0,3.110854
4952,1,0,0,1,1,27.5,1,33,0,2,0
4953,0,0,0,1,0,NA,0,37,0,0,2.180986
4954,0,0,0,1,1,11,0,35,0,0,2.180986
4955,1,0,0,1,1,25.08,0,36,0,2,0.3526378
4956,1,0,0,1,1,20.98,0,33,0,2,0.3526378
4958,1,0,0,1,1,18,0,33,0,1,7.918119
4959,1,0,0,1,0,NA,0,33,0,0,2.129731
4960,1,0,0,1,1,75,1,37,0,0,2.317408
4962,1,0,0,1,1,42.16,0,33,0,0,0.40419700000000003
4963,1,0,0,1,1,9.5,0,37,0,1,3.598325
4965,0,0,0,1,1,10.45,0,35,0,3,2.9332249999999997
4966,1,0,0,1,1,15.77,0,33,0,5,2.9332249999999997
4967,1,0,0,1,1,32,1,34,1,4,0
4968,1,0,0,1,1,12.22,0,34,1,3,0
4969,1,0,0,1,1,18.57,0,34,0,2,15.33853
4970,0,0,0,1,1,31.55,0,37,0,2,15.307049999999998
4971,0,0,0,1,1,19.1,1,34,1,0,14.75177
4972,0,0,0,1,1,25.48,0,37,0,0,2.325847
4973,1,0,0,1,1,31.25,0,37,0,1,0
4974,1,0,0,1,1,11,0,36,0,1,0
4975,0,0,0,1,1,13.75,0,34,0,0,0.9556829
4976,1,0,0,1,1,11.31,0,36,0,2,4.666103
4977,0,0,0,1,0,11.5,0,33,0,2,4.2093609999999995
4978,1,0,0,1,0,NA,0,35,0,1,0
4979,1,0,0,1,0,NA,0,33,0,0,3.391318
4982,1,0,0,1,1,20,0,36,1,2,2.8634079999999997
4983,0,0,0,1,1,12.43,0,34,0,0,0
4984,0,0,0,1,1,17.94,0,36,0,1,10.65064
4985,1,0,0,1,0,NA,0,37,0,0,0
4986,0,0,0,1,1,64.9,0,36,0,1,1.950273
4988,1,0,0,1,0,NA,0,37,0,2,0
4989,0,0,0,1,0,NA,0,35,0,1,2.1297669999999997
4990,1,0,0,1,1,24.04,1,35,0,1,2.675708
4991,1,0,0,1,1,35,1,33,0,0,2.675708
4992,0,0,0,1,1,44.23,0,36,1,0,7.462707999999999
4993,1,0,0,1,1,17.5,0,35,1,0,7.462707999999999
4994,1,0,0,1,0,17.69,1,33,1,2,7.462707999999999
4998,1,0,1,0,1,13.08,0,35,0,2,0
4999,1,0,1,0,1,14.85,0,34,0,3,0
5000,0,0,0,1,0,NA,0,35,0,1,4.224812
5001,1,0,0,1,0,NA,0,34,0,0,0
5002,0,0,0,1,0,9,0,34,0,5,0
5003,1,0,0,1,0,NA,0,33,0,3,0
5005,1,0,0,1,1,26.39,0,33,0,3,0
5008,1,0,0,1,1,13.33,0,34,0,0,15.323360000000001
5009,1,0,0,1,1,15.5,0,37,0,1,0.363675
5010,0,0,0,1,1,19.52,1,37,0,0,3.143799
5011,1,0,0,1,1,11.86,1,36,0,0,0
5013,0,0,0,1,1,18.94,0,35,0,2,1.87118
5014,0,0,0,1,1,17.44,0,36,0,0,14.05848
5015,1,0,0,1,0,NA,0,34,0,0,0
5016,1,0,0,1,0,NA,0,36,0,3,2.3094789999999996
5017,1,0,0,1,1,17.12,1,36,0,0,1.609094
5018,1,0,0,1,1,17,0,33,0,0,1.609094
5020,0,0,1,0,1,16.5,0,36,0,1,6.40943
5022,1,0,0,1,1,12.5,0,34,0,0,13.43375
5023,0,0,0,1,1,11.25,0,35,0,0,0
5024,1,0,0,1,1,47.62,1,35,1,2,6.372673
5025,1,0,0,1,1,24.74,1,34,1,2,6.372673
5026,0,0,1,0,1,27.88,1,34,0,2,8.202831
5028,0,0,0,1,1,16.84,0,36,0,0,7.727926
5029,0,0,0,1,1,17.95,0,34,0,0,7.727926
5030,0,0,0,1,1,16.36,1,34,1,2,2.118271
5031,0,0,0,1,1,32.13,1,36,0,2,0
5032,1,0,0,1,1,9.41,0,37,0,2,0.06098312
5033,0,0,0,1,1,15.67,0,35,0,1,0.06098312
5034,0,0,0,1,1,17.83,0,35,1,4,0
5035,1,0,0,1,1,50,0,37,0,0,0
5037,0,0,0,1,1,30,0,36,0,4,16.14324
5038,0,0,0,1,1,17.6,0,36,0,0,0.26888330000000005
5039,1,0,0,1,1,10,0,35,0,3,0.26888330000000005
5041,0,0,0,1,1,104.7,1,33,1,0,9.16096
5042,0,0,0,1,1,40.87,1,37,1,3,16.764400000000002
5043,1,0,1,0,0,111.11,1,33,1,3,16.14035
5044,0,0,0,1,1,26.74,1,36,0,1,21.722330000000003
5045,0,0,0,1,1,29.27,1,36,1,0,7.203726
5047,0,0,0,1,1,16.15,0,36,0,0,0
5048,1,0,0,1,0,11.12,0,35,0,0,0
5049,1,0,1,0,0,8.5,0,34,0,3,2.006914
5051,1,0,0,1,1,10.83,0,36,1,2,3.852154
5053,0,0,0,1,0,NA,0,36,0,2,6.324395000000001
5054,1,0,0,1,1,18.79,1,37,0,2,17.19691
5057,1,1,0,0,1,28.75,1,35,1,0,6.0441400000000005
5058,0,0,0,1,0,NA,0,37,1,0,0
5059,0,0,0,1,0,16.48,0,35,0,1,0.1720462
5060,1,0,0,1,1,43.27,1,36,0,2,7.289543
5062,0,1,0,0,1,12.98,0,33,0,0,19.76502
5063,0,0,0,1,1,14.75,0,34,0,0,2.860792
5064,0,0,0,1,1,8.5,0,34,0,0,3.450633
5066,0,0,0,1,1,19.19,0,34,0,0,9.357231
5068,1,1,0,0,1,28.15,0,35,1,1,5.648707
5069,1,1,0,0,1,12,0,33,1,1,5.648707
5070,0,0,1,0,0,NA,0,33,0,3,1.610308
5072,1,0,1,0,1,11,0,36,0,2,0
5075,1,0,0,1,1,13.3,1,34,0,0,2.97223
5077,0,0,0,1,1,15,0,34,1,1,3.8098989999999997
5080,0,0,0,1,1,14.16,0,37,0,2,0.7596284000000001
5081,0,0,0,1,1,18,0,34,0,2,0.7596284000000001
5082,1,0,0,1,1,95,1,37,1,0,3.965401
5084,0,0,0,1,1,29.23,1,35,1,3,8.549998
5086,1,0,0,1,1,43.27,0,35,0,0,3.304604
5089,1,0,0,1,1,9,0,33,0,3,9.612810999999999
5092,1,0,0,1,1,12,1,37,1,0,5.194191
5093,0,0,0,1,1,19.52,0,34,0,2,1.091415
5094,0,0,0,1,1,20.3,0,37,1,2,33.62842
5095,1,0,0,1,0,NA,1,33,0,0,1.513805
5096,1,0,0,1,1,48.56,1,34,0,1,0
5098,1,0,0,1,1,25.66,0,34,0,2,6.48487
5102,0,0,1,0,1,16.34,0,37,0,1,16.91421
5103,0,0,0,1,1,8.5,0,37,0,4,5.827005
5105,0,0,0,1,0,12.5,0,35,0,1,1.7281220000000002
5106,0,0,0,1,1,25.43,1,36,0,1,0
5108,0,0,0,1,1,15,0,35,0,1,1.16972
5109,0,0,0,1,1,50,0,37,0,2,0.25499289999999997
5110,0,0,0,1,1,31.25,0,33,0,1,2.962962
5113,1,0,0,1,1,15,0,33,0,2,2.109889
5114,1,0,0,1,1,17.86,1,36,0,1,11.421209999999999
5115,1,0,0,1,1,21.37,1,36,0,0,12.27139
5116,0,0,0,1,1,16.07,0,36,0,0,7.684353
5117,0,0,0,1,1,29.03,0,35,0,2,1.775833
5118,1,0,0,1,1,22.11,1,35,0,3,15.05448
5120,0,0,1,0,1,11.86,0,36,0,0,1.468776
5123,1,0,0,1,0,NA,0,36,0,2,12.01994
5124,0,0,0,1,0,NA,0,36,0,0,0
5125,1,0,0,1,0,8,0,34,0,0,0
5126,1,1,0,0,1,8.5,0,33,0,0,2.798921
5127,0,1,0,0,1,32.83,0,37,0,2,5.019774999999999
5128,1,0,0,1,0,25.33,1,34,0,2,1.815776
5129,1,0,0,1,0,26.4,0,33,1,2,0.6825399999999999
5131,1,0,0,1,1,40,1,34,0,2,4.194225
5134,0,0,0,1,1,17,1,33,1,0,1.405953
5136,0,1,0,0,1,12.5,1,34,0,1,11.91578
5138,1,0,0,1,0,NA,1,35,0,1,9.765508
5140,1,0,1,0,1,17.5,0,33,0,0,10.97987
5141,1,0,0,1,1,17.33,0,34,0,3,0.3620077
5142,0,0,0,1,1,133.33,1,35,1,2,5.692521
5143,1,0,0,1,1,24.44,1,33,1,2,5.692521
5144,0,0,0,1,1,56.95,0,35,0,2,11.27141
5145,0,0,0,1,1,11.1,0,35,0,0,4.973779
5146,1,0,0,1,1,50,1,37,1,2,3.2605500000000003
5148,0,0,0,1,1,24.44,1,36,1,1,2.613967
5150,0,0,0,1,1,26.39,0,34,0,0,1.039541
5151,1,0,0,1,0,NA,1,33,0,2,0
5153,0,1,0,0,1,12.44,1,35,0,0,2.187757
5154,1,0,0,1,0,NA,0,36,1,3,6.377506
5155,0,0,0,1,1,26.93,0,34,1,2,6.377506
5156,0,0,0,1,1,32.69,0,33,1,2,6.377506
5157,0,0,0,1,1,26.67,0,36,1,2,18.16978
5158,1,0,0,1,1,47.12,1,35,0,1,0
5159,0,0,0,1,1,20.07,0,36,0,3,1.653581
5160,1,1,0,0,1,9.16,1,34,1,0,2.961069
5161,0,0,1,0,1,16.23,0,35,0,0,0
5162,0,0,0,1,1,45.56,1,35,1,0,0.6528231
5163,1,0,0,1,0,78.84,1,34,1,2,0.6528231
5165,0,0,0,1,1,34.62,1,35,0,1,4.838446
5166,0,0,0,1,1,38.46,0,37,0,1,3.189679
5167,1,0,0,1,1,8.5,0,34,0,2,7.003195
5170,0,0,0,0,1,10,0,36,1,0,5.026835
5173,1,0,0,1,1,10.15,0,34,0,3,1.835454
5174,0,0,0,1,1,58.17,1,33,1,0,12.10303
5175,1,0,0,1,1,19.25,1,34,1,0,2.908909
5176,1,0,0,1,1,22.09,1,33,1,0,2.908909
5177,1,0,1,0,0,15.38,1,36,0,0,3.622471
5178,0,0,0,1,1,78.1,1,36,0,4,4.601679
5179,1,0,0,1,1,20.8,1,34,0,3,4.601679
5180,0,0,0,1,1,57.93,1,37,1,0,7.711635
5181,0,0,0,1,1,39.86,1,34,1,0,7.711635
5183,0,0,0,1,1,14,1,36,0,2,8.360741
5184,0,0,0,1,1,47.12,1,35,1,0,34.368410000000004
5185,1,0,0,1,0,NA,0,35,0,0,2.032695
5186,1,0,0,1,1,50,1,36,0,0,9.072752000000001
5188,0,0,0,1,1,30,1,34,0,0,3.637553
5189,1,0,0,1,1,28.65,0,37,0,3,4.912948999999999
5190,1,0,0,1,1,50,1,36,0,2,4.912948999999999
5192,1,0,0,1,1,20.16,1,35,0,0,1.1977470000000001
5193,1,0,0,1,1,37.5,1,34,1,1,14.54907
5194,1,0,0,1,1,29,1,37,1,3,9.767467
5196,1,0,0,1,1,18.77,1,36,1,0,12.14559
5197,0,0,0,1,1,29.76,1,36,1,2,2.1764720000000004
5198,1,0,0,1,1,26.92,1,33,1,0,2.1764720000000004
5199,0,0,0,1,1,45,0,34,0,3,0
5202,1,0,1,0,0,NA,0,36,0,1,14.2028
5203,1,0,0,1,1,22.75,1,37,0,2,11.38525
5204,1,0,0,1,1,18,1,33,0,3,9.966385
5205,1,0,0,1,0,46,1,36,0,0,4.1353029999999995
5207,1,0,0,1,1,11.5,1,36,0,3,1.918953
5208,1,0,0,1,1,12,0,33,0,3,1.918953
5209,0,0,0,1,1,13,0,36,0,0,2.418764
5210,1,0,0,1,1,16.69,0,37,0,0,0
5214,0,0,0,1,0,8.15,0,34,0,0,2.0528530000000003
5217,1,0,0,1,0,NA,0,33,0,2,0.5740907999999999
5222,0,0,0,1,1,80.13,0,37,0,3,8.026956
5225,1,0,0,1,0,NA,0,34,0,0,0.42588909999999996
5227,1,0,0,1,0,13.9,0,36,0,4,1.7049960000000002
5228,1,0,0,1,1,13.4,0,34,0,3,1.7049960000000002
5229,0,0,0,1,1,22.02,0,36,0,2,9.146336999999999
5230,1,0,0,1,1,16.95,0,35,0,2,9.070311
5231,0,0,0,1,1,19.23,0,37,0,1,10.90456
5232,1,0,1,0,1,10,0,36,0,2,0.6946024
5235,0,0,0,1,1,32.13,1,37,0,3,7.617408999999999
5236,1,0,0,1,0,NA,1,36,1,0,4.1639409999999994
5237,1,0,0,1,1,28.89,1,36,1,0,4.180469
5238,0,0,0,1,1,26,1,33,1,0,4.1308869999999995
5239,1,0,0,1,1,11,1,33,1,0,4.147415
5241,1,0,0,1,1,11.53,0,34,0,0,0
5243,1,0,0,1,0,NA,0,35,0,2,5.421524000000001
5244,0,0,0,1,1,20.46,0,35,0,0,0
5245,0,0,0,1,1,28,0,33,0,1,0
5246,0,0,0,1,1,9.3,1,33,1,0,9.7055669999999985
5247,1,0,0,1,1,15.38,1,34,0,0,2.045875
5248,0,0,0,1,1,17,0,34,0,0,1.1802080000000001
5249,0,0,0,1,1,26.92,1,35,0,1,2.471603
5251,1,0,0,1,0,NA,1,36,0,3,0
5252,0,0,0,1,1,12.18,0,35,0,2,0
5255,0,0,0,1,0,NA,1,33,0,1,0.2054147
5257,1,0,0,1,0,11,0,34,1,2,1.072446
5258,0,0,0,1,1,20,0,35,0,2,1.040807
5261,1,0,0,1,0,NA,0,33,0,1,2.217369
5262,0,0,0,1,0,13,0,35,0,0,0
5263,1,0,0,1,0,NA,0,33,0,2,0
5264,1,0,0,1,0,13,0,37,0,2,0
5265,1,0,0,1,1,23.26,1,36,0,1,0
5266,0,0,0,1,1,12.5,0,33,0,1,0
5267,1,0,0,1,1,27.92,1,36,1,2,11.52392
5270,1,0,0,1,0,9.5,0,37,0,0,1.360584
5271,0,0,0,1,1,45.67,0,36,0,2,0
5272,1,0,0,1,1,18.38,1,37,1,2,30.012430000000002
5275,0,0,0,1,1,20.19,1,37,1,0,14.45044
5276,1,0,0,1,0,NA,0,37,0,3,0
5277,0,0,0,1,1,33.35,0,34,1,3,6.187995
5279,0,0,0,1,1,38.46,1,37,1,0,6.753056
5280,1,0,0,1,1,38,1,35,1,0,6.677031
5281,1,0,0,1,1,12.5,0,37,0,5,1.8486420000000001
5282,0,0,0,1,1,16.47,0,33,0,2,1.8486420000000001
5285,1,0,0,1,0,NA,0,36,0,3,0
5286,0,0,0,1,0,NA,0,35,0,0,0
5289,1,0,0,1,1,13.46,1,33,0,2,0
5290,1,0,0,1,1,29.03,1,36,0,1,0
5291,1,0,0,1,1,16.16,0,34,0,2,0
5292,0,0,0,1,1,20.46,0,34,0,1,0
5293,1,0,0,1,0,NA,0,34,0,2,0
5294,1,0,0,1,1,8.5,0,34,0,3,5.13997
5295,1,0,0,1,1,15,1,33,0,2,0
5297,1,0,0,1,1,10.5,0,35,0,2,0
5298,1,0,0,1,1,23.83,0,36,0,0,1.825863
5299,1,0,0,1,1,14.5,0,33,0,2,1.825863
5301,0,0,0,1,1,15,1,33,1,1,5.354688
5302,1,0,0,1,1,11.5,0,35,0,2,13.351540000000002
5304,1,0,0,1,1,9.3,0,36,0,0,2.5892649999999997
5305,0,0,0,1,1,18.17,0,34,0,0,0.8666291
5306,0,0,0,1,1,20.83,0,37,0,0,3.640212
5307,1,0,0,1,0,25,0,36,0,2,0.5487766000000001
5310,1,0,1,0,1,10.47,1,37,1,1,2.712741
5311,1,0,0,1,0,NA,1,37,1,2,9.38523
5312,0,0,0,1,1,37.26,0,33,1,0,9.195167
5314,0,0,0,1,1,18.15,0,37,0,1,3.5504450000000003
5315,1,0,0,1,1,69.77,0,33,0,0,0.3703934
5316,0,0,0,1,1,35.6,0,36,0,1,5.404383
5317,1,0,0,1,1,25.24,0,34,0,1,5.36637
5319,1,0,0,1,1,13.8,0,36,0,3,4.420413
5321,0,0,0,1,1,15,0,37,0,1,0
5323,0,0,0,1,1,22.06,0,36,0,3,2.6539189999999997
5324,1,0,0,1,1,31.25,0,35,0,0,0
5326,1,0,0,1,0,13,0,33,0,4,0
5327,0,0,0,1,1,34.34,0,34,0,1,1.275998
5328,1,0,0,1,0,NA,0,34,1,0,0
5329,0,0,0,1,1,11.62,1,35,0,1,0
5332,0,0,0,1,1,17,0,36,1,2,1.001477
5336,0,0,0,1,1,15,0,36,0,2,0.7501072000000001
5337,0,0,0,1,1,12,0,34,0,0,0.7501072000000001
5338,1,0,0,1,1,11,0,36,0,2,0.14928829999999998
5339,0,0,0,1,1,14,0,33,0,1,0.14928829999999998
5340,1,0,0,1,0,NA,0,35,0,2,4.48704
5342,0,0,0,1,1,18.05,0,35,0,3,0
5343,1,0,0,1,1,17.38,0,33,0,3,0
5345,0,0,0,1,1,62.1,1,37,1,1,10.52879
5346,1,0,0,1,1,34.62,1,34,1,1,10.37674
5347,0,0,0,1,1,29.62,1,35,0,3,0.3024153
5348,0,0,0,1,1,15.38,1,33,0,3,0.3024153
5349,0,0,0,1,1,16.82,0,35,0,2,0.5269402
5350,0,0,0,1,1,17.94,0,34,0,1,0
5352,0,0,0,1,1,17.39,0,36,0,2,2.7894140000000003
5353,0,0,0,1,1,23.26,1,35,0,0,1.587625
5354,0,0,0,1,1,17.33,0,34,0,0,1.587625
5355,0,0,0,1,1,46.3,1,37,1,0,5.717771
5356,0,0,0,1,1,15.63,0,34,1,2,5.717771
