id,female,black,latin,white,employed,wage,collgrad,age,parent_college,numkids,efc
2304,1,0,0,1,1,54.27,1,37,0,3,0
2306,0,0,0,1,1,18,0,37,0,2,0
2307,1,0,0,1,1,41.83,1,33,0,2,0
2309,0,0,0,1,1,33.13,1,33,0,0,0
2310,0,0,0,1,1,26,0,37,0,4,0
2311,1,0,0,1,1,15,0,34,0,0,0
2312,0,0,0,1,1,60,0,36,0,0,0
2313,0,0,0,1,1,50,0,35,0,1,0
2315,0,0,0,1,0,10,0,35,0,1,0
2316,0,1,0,0,1,21.97,0,35,0,1,0.13221719999999998
2317,1,1,0,0,1,21.01,0,33,0,4,0.13221719999999998
2318,1,0,0,1,1,32.45,0,37,0,0,1.9540909999999998
2321,1,0,0,1,1,21.59,0,35,0,2,2.329456
2322,1,0,0,1,1,10.2,0,33,0,2,2.329456
2323,1,0,0,1,0,11.67,0,37,0,0,0
2324,1,0,0,1,0,NA,0,35,0,2,0
2325,0,0,0,1,1,18.38,0,34,0,1,4.085408
2327,0,0,0,1,1,94.96,0,35,0,4,1.082042
2328,0,0,0,1,1,27.5,1,35,1,2,23.00894
2329,0,0,0,1,1,36.21,1,36,1,1,17.96005
2331,0,0,0,1,0,40,1,35,1,0,9.531482
2332,1,0,0,1,1,19.77,1,33,1,0,9.531482
2333,0,0,0,1,1,36.38,1,36,0,3,12.08215
2334,1,0,0,1,1,37.28,1,36,0,1,5.163327000000001
2336,1,0,0,1,0,NA,1,34,0,3,4.74164
2338,0,0,0,1,1,21.76,1,33,1,1,4.935079
2339,1,0,0,1,1,11.83,0,37,0,1,1.465741
2340,1,0,0,1,1,12.04,0,35,0,0,1.465741
2342,0,0,0,1,1,17.69,0,36,0,1,0.4863938
2343,1,0,0,1,1,9.62,0,34,0,1,0
2345,1,0,0,1,1,22.5,1,36,0,2,14.51876
2346,0,0,0,1,1,80.29,1,36,1,2,21.98064
2347,1,0,0,1,1,24.9,1,33,1,0,13.77092
2348,1,0,0,1,1,27.78,1,34,1,0,42.637550000000005
2349,0,0,0,1,0,NA,0,37,0,2,3.372465
2350,0,0,0,1,1,32.05,1,35,0,1,1.402905
2351,1,0,0,1,1,14,0,33,0,2,0
2352,0,0,0,1,1,40,0,37,1,2,4.673125
2353,1,0,0,1,1,13.82,0,36,0,0,5.741676
2357,0,1,0,0,0,NA,0,34,0,0,0
2358,0,1,0,0,1,9.75,0,33,0,0,0
2361,0,1,0,0,1,13,0,36,0,1,0
2362,0,1,0,0,1,11,0,34,0,2,0.2610889
2365,0,0,0,1,1,13.71,0,33,0,0,0
2366,1,0,1,0,1,16.5,0,36,0,1,0
2368,1,0,0,1,1,92.31,0,35,0,5,10.371709999999998
2370,0,0,0,1,1,18.79,0,36,0,2,22.88093
2372,0,0,0,1,1,12,0,36,0,0,3.602862
2373,0,0,0,1,1,27.02,1,36,0,0,0.9467125
2374,0,0,0,1,1,20,0,35,0,2,0.8692012
2375,0,0,0,1,0,NA,1,33,0,0,0
2377,0,0,0,1,0,NA,0,34,1,0,4.491556999999999
2378,1,0,0,1,1,27.54,1,37,0,1,4.759415
2380,1,0,0,1,1,40.87,1,33,1,3,3.014631
2382,0,0,1,0,1,27.35,0,36,0,0,6.9761679999999995
2383,0,1,0,0,1,52.68,1,36,0,0,1.953673
2387,0,0,0,1,1,13.2,0,36,0,0,3.114009
2389,0,1,0,0,1,16.38,0,36,0,2,0
2391,1,1,0,0,0,NA,0,34,0,4,0
2392,1,0,0,1,1,34.49,1,36,1,2,10.925229999999999
2393,0,0,0,1,1,25.43,1,34,1,0,10.925229999999999
2394,0,0,0,1,1,15.6,1,35,0,2,7.435961
2395,0,0,0,1,1,33.65,1,33,1,0,15.02981
2396,1,0,0,1,1,24.03,1,37,1,1,27.83311
2397,0,0,0,1,1,15.73,1,36,1,4,0.216611
2398,0,0,0,1,1,24.28,1,35,1,2,0.216611
2399,1,0,0,1,1,19.5,1,35,1,0,5.80564
2401,1,0,0,1,1,9.5,1,35,1,1,5.80564
2402,0,0,0,1,1,40,1,35,0,3,0
2403,1,0,0,1,1,33.44,0,37,0,2,4.8791139999999995
2404,0,0,0,1,1,19.53,0,33,0,0,4.8791139999999995
2407,0,0,0,1,1,27.27,0,37,1,1,6.23696
2409,0,0,0,1,1,21.5,0,36,0,2,1.088655
2411,0,0,0,1,0,NA,0,35,0,3,1.260502
2414,0,0,1,0,1,45,1,37,0,1,0
2417,0,0,0,1,1,13.1,0,34,0,0,11.66248
2419,0,0,1,0,1,14.5,0,33,0,1,0.5469461999999999
2420,1,0,0,1,1,25,1,33,0,0,12.7272
2421,0,0,0,1,1,37.5,0,37,1,3,2.748632
2423,0,0,0,1,1,30,0,37,1,2,9.722965
2426,1,0,0,1,1,24.27,0,37,0,3,0
2427,1,0,0,1,1,8.35,0,36,0,1,0
2430,1,0,0,1,1,11.17,0,36,0,2,0
2431,0,0,0,1,1,23,0,33,0,2,1.709848
2434,0,0,0,1,1,36.06,1,37,0,1,9.008220999999999
2435,1,0,0,1,1,14,0,34,0,1,9.008220999999999
2436,0,0,0,1,1,20.8,1,37,0,1,0
2437,1,0,0,1,1,21.7,1,33,0,2,0
2438,1,0,0,1,0,10.24,0,34,0,4,3.8746959999999997
2439,0,0,0,1,1,29.25,1,35,0,2,12.86776
2440,1,1,0,0,1,16.64,0,37,1,1,5.842233
2441,0,1,0,0,1,32,1,36,1,0,5.842233
2442,0,0,1,0,1,10,0,35,0,2,1.299445
2443,1,0,1,0,0,17.25,0,33,0,2,1.299445
2444,1,1,0,0,0,12,0,33,0,3,5.084779
2445,1,0,0,1,1,12.1,0,35,0,5,0
2446,1,0,0,1,0,8.5,0,33,0,0,0
2448,1,0,0,1,1,33,1,36,1,4,20.4793
2451,0,0,0,1,1,42.74,0,35,0,1,0
2453,0,0,0,1,1,14,0,34,0,0,0
2454,1,0,1,0,0,22.49,0,35,0,3,0
2455,0,0,1,0,1,25.2,0,34,0,3,0
2456,1,0,0,1,0,NA,0,35,0,2,0
2457,1,0,0,1,1,12,0,34,0,2,0
2460,0,0,0,1,1,65.39,1,34,1,1,6.377506
2461,0,0,0,1,1,46.97,1,35,1,3,5.695818
2462,1,0,0,1,0,NA,0,36,1,4,8.182242
2466,0,0,0,1,1,50.48,1,33,1,1,0.5113378000000001
2472,1,0,0,1,1,25,1,34,1,2,11.954450000000001
2473,1,0,0,1,1,20.83,0,35,0,4,3.746925
2474,1,0,0,1,0,NA,0,33,0,3,3.4669760000000003
2475,1,0,1,0,1,16.61,0,37,0,0,8.331774
2476,1,0,0,1,1,40.89,1,34,0,0,8.331774
2477,0,0,0,1,0,12,1,33,0,0,0.8611662999999999
2480,0,0,0,1,1,55.55,1,36,1,2,15.45682
2481,0,0,0,1,1,17.31,0,33,0,0,0
2482,1,0,0,1,1,24.36,1,36,0,0,4.841417000000001
2487,0,0,0,1,0,NA,0,35,1,2,0
2488,1,0,0,1,1,50,0,33,1,2,0
2490,0,0,0,1,1,28,0,34,0,0,1.49047
2491,1,0,0,1,1,14,0,33,0,2,1.49047
2493,1,0,0,1,1,44.73,1,35,1,2,0
2494,1,0,0,1,1,39.62,0,33,1,2,0
2496,0,0,0,1,1,88.76,1,35,1,1,0
2498,0,0,0,1,1,25,1,37,0,3,0.7840193000000001
2499,0,0,0,1,1,15,0,36,0,0,0.7840193000000001
2500,0,0,0,1,1,20.42,0,34,0,2,0.7840193000000001
2501,1,0,1,0,1,13,0,34,1,2,0
2502,1,0,0,1,1,62.5,0,35,0,0,0.1692669
2503,0,0,0,1,1,15.1,0,37,0,0,6.202072
2504,1,0,0,1,1,12,1,33,1,2,3.095645
2505,1,0,0,1,1,9.75,0,35,0,2,2.345501
2507,0,0,0,1,1,22.22,0,33,0,1,5.084779
2508,0,0,0,1,1,16,0,35,0,2,0
2509,1,0,0,1,0,NA,0,37,0,5,0
2510,1,0,0,1,1,19.44,0,34,0,0,0
2512,1,0,0,1,1,10,0,36,0,1,0.8311436
2515,0,0,0,1,1,20.22,0,34,0,0,1.436753
2516,0,0,0,1,1,28.46,0,36,0,1,1.829605
2517,0,0,0,1,0,NA,0,33,0,1,1.829605
2518,1,0,0,1,1,16.89,0,36,0,3,4.785715
2519,0,0,0,1,1,18.88,0,36,0,2,4.785715
2520,0,0,0,1,1,30,0,36,0,1,6.989764
2521,1,0,0,1,1,16.91,0,34,0,0,0
2522,0,0,0,1,1,13,1,36,1,3,4.920091
2523,0,0,0,1,1,30.29,1,33,1,0,4.920091
2524,0,0,0,1,1,23.93,1,35,0,1,6.852755
2528,1,0,0,1,1,15.06,1,36,0,1,17.25239
2529,1,0,0,1,1,11,0,36,0,1,10.96579
2530,0,0,0,1,1,23,0,37,0,0,8.045051
2531,1,0,0,1,1,21.5,0,35,0,2,8.045051
2532,1,0,0,1,1,32.34,0,37,0,0,0.7359958
2533,0,0,0,1,1,33.33,0,35,0,0,0.428145
2534,0,0,0,1,0,NA,0,34,0,2,0
2535,0,0,0,1,1,30.12,0,36,0,2,1.709848
2536,0,0,0,1,1,19.23,0,36,0,1,1.709848
2537,0,0,0,1,1,31.25,0,34,0,1,0.07200188
2538,1,0,0,1,1,18.5,0,37,0,1,2.957363
2543,1,0,0,1,1,87.21,0,37,0,2,3.743239
2544,1,0,0,1,1,31,0,34,0,0,1.322924
2545,0,0,0,1,1,20.33,0,36,0,0,10.71444
2546,0,0,0,1,1,20.39,0,36,0,4,2.752535
2547,1,0,0,1,1,10.53,0,36,0,2,8.123806
2548,0,0,0,1,1,12.1,0,33,0,2,8.123806
2549,1,0,0,1,1,17.33,0,34,0,0,2.210319
2552,0,0,0,1,0,NA,1,33,0,2,1.5605609999999999
2553,1,0,0,1,1,33.33,1,37,0,3,4.8870510000000005
2554,1,0,0,1,0,NA,1,36,1,4,5.239807
2557,1,0,0,1,1,19.71,1,33,0,0,4.919765999999999
2558,0,0,0,1,1,100,1,36,1,0,38.79942
2559,1,0,0,1,1,14.35,0,34,0,3,0
2560,0,0,0,1,1,66.59,0,37,1,3,8.794137000000001
2561,1,0,0,1,1,15.81,0,37,1,1,8.794137000000001
2564,0,0,0,1,1,32.17,1,33,1,2,22.337799999999998
2565,1,0,0,1,0,66.67,1,36,1,1,9.790888
2566,0,0,0,1,1,36.86,1,33,1,3,9.790888
2568,0,0,0,1,1,23.77,0,37,0,3,0
2569,0,0,0,1,1,14.25,0,35,0,0,0
2571,1,0,0,1,1,15,0,33,0,1,6.932579
2573,0,0,0,1,1,60.38,1,34,1,2,15.369069999999999
2575,0,0,0,1,1,9.3,1,36,1,0,16.98493
2577,1,0,0,1,0,25,1,37,0,2,2.570087
2580,1,0,0,1,1,19.23,1,35,1,0,5.930816
2583,1,0,0,1,1,21.4,1,35,1,0,28.50065
2584,0,0,0,1,1,21.37,0,34,1,2,5.009141
2586,1,0,0,1,0,NA,0,33,0,3,1.14242
2589,0,0,0,1,0,22.87,0,35,0,1,0
2590,1,0,0,1,0,NA,0,36,0,6,0
2591,0,0,0,1,1,71.11,1,36,1,1,1.575053
2592,1,0,0,1,1,59.62,1,36,1,0,89.50452
2593,0,0,0,1,1,16.03,1,33,1,0,1.155537
2594,0,0,0,1,1,22.32,1,34,1,0,19.90366
2595,0,0,0,1,1,25,0,37,0,0,0
2596,0,0,0,1,1,30.22,1,37,1,2,2.5315369999999997
2597,0,0,0,1,1,101.52,1,34,1,2,0
2598,0,0,0,1,1,48.08,0,36,0,0,11.582379999999999
2599,1,0,0,1,1,15.75,0,36,0,2,3.073436
2600,1,0,0,1,0,14.73,0,35,0,3,3.073436
2601,1,0,0,1,1,13.12,0,36,1,2,4.925292000000001
2607,1,0,0,1,1,22.38,1,36,0,3,1.539384
2608,0,0,0,1,1,24.97,0,33,0,0,1.539384
2609,0,0,0,1,1,20.54,0,35,0,0,0
2610,1,0,0,1,1,27.03,1,35,0,2,0
2611,0,0,0,1,1,35.83,0,36,0,3,0
2612,1,0,0,1,0,NA,0,33,0,2,0
2614,0,0,0,1,1,25,1,34,0,0,0.36160590000000004
2615,0,0,0,1,1,18.85,1,36,0,4,0.3171019
2616,0,0,0,1,1,47.44,1,36,1,1,25.569209999999998
2617,1,0,0,1,1,33.07,1,33,1,1,5.680985
2618,0,0,0,1,1,36.06,1,34,1,1,3.800085
2619,1,0,0,1,1,24,1,36,1,2,0
2622,0,0,0,1,1,21.19,0,36,0,3,1.6661210000000002
2625,1,0,0,1,1,25.93,1,37,0,3,1.198283
2626,1,0,0,1,1,24.04,1,36,0,3,1.1948910000000001
2627,0,0,0,1,1,18.6,0,35,0,2,0
2628,0,0,0,1,1,12.82,1,35,0,2,35.990089999999995
2630,0,0,0,1,1,30,0,35,0,3,0
2631,0,0,0,1,1,29.45,0,33,0,1,0
2632,1,0,0,1,0,8.5,0,34,0,0,0
2634,1,0,0,1,1,36.71,1,37,1,0,8.076368
2635,1,0,0,1,1,41.6,1,35,0,0,2.304911
2637,0,0,0,1,1,38.08,1,36,0,2,6.132770000000001
2640,1,0,0,1,1,27.47,1,33,1,1,8.833457000000001
2642,1,0,0,1,1,10,0,35,0,2,0
2643,0,0,0,1,1,14.77,0,35,0,0,0
2648,0,0,0,1,1,13.9,0,35,0,2,1.622742
2649,0,0,0,1,0,NA,0,33,0,0,0
2652,0,0,0,1,1,21,0,34,1,0,0.2290272
2653,1,0,0,1,1,8,0,37,0,2,0
2655,1,0,0,1,1,22.59,0,33,0,1,0
2656,1,0,0,1,0,8,0,36,0,2,0
2657,1,0,0,1,0,NA,0,35,0,3,0
2658,0,0,0,1,1,52.45,1,36,1,2,14.179110000000001
2660,0,0,0,1,1,13,0,37,0,0,21.77324
2661,0,0,0,1,1,19.34,1,35,0,2,21.76187
2662,0,0,0,1,1,39.96,1,35,1,2,14.66168
2663,1,0,0,1,1,40.06,1,36,1,1,8.597261
2664,1,0,0,1,1,23.56,1,36,1,2,10.05665
2665,0,0,0,1,1,33.75,1,34,1,0,0
2666,0,0,0,1,0,NA,0,34,0,0,0
2668,0,0,0,1,0,NA,0,37,1,0,3.62079
2669,1,0,0,1,1,26.88,1,36,1,3,20.33879
2670,1,0,0,1,1,31.82,1,34,0,0,1.4710150000000002
2671,1,0,0,1,1,20,0,37,0,3,6.474813
2672,1,0,0,1,1,35.26,1,37,0,2,12.57853
2673,0,0,0,1,1,56.88,1,34,0,0,12.57853
2674,1,0,0,1,1,14,0,35,0,1,2.480583
2675,1,0,0,1,0,14,1,33,0,1,2.480583
2676,0,0,0,1,1,16.22,1,33,0,0,0
2678,0,0,0,1,1,34.14,0,33,0,2,7.178741
2679,1,0,0,1,0,NA,1,37,0,2,15.506950000000002
2680,1,0,0,1,1,32.21,0,36,0,0,13.750309999999999
2681,1,0,0,1,1,14.5,1,36,1,2,0.7828831
2682,0,1,0,0,1,8,0,34,1,0,0.9839154999999999
2683,0,1,0,0,0,13,0,34,1,0,0.9839154999999999
2684,1,0,0,1,0,10.98,0,35,0,0,0
2685,1,0,0,1,1,10.5,0,37,0,1,3.265204
2687,1,0,0,1,1,33.38,1,34,1,2,0
2688,0,0,0,1,1,10.79,0,37,0,0,5.780714
2689,0,0,0,1,1,67.24,1,35,0,0,2.6914160000000003
2691,1,0,0,1,1,19.23,1,35,0,3,0
2693,0,0,0,1,1,57.69,0,36,0,1,0
2695,0,0,0,1,1,27.27,0,36,0,1,0.1319804
2696,0,0,0,1,1,55.96,0,34,0,2,0.1319804
2697,0,0,0,1,0,16.67,0,37,0,0,5.890561
2699,1,0,0,1,1,15,1,35,0,3,2.536455
2700,0,0,0,1,1,34.62,1,33,0,2,2.536455
2701,0,0,0,1,1,25,0,37,1,0,23.728360000000002
2702,0,0,0,1,1,9.25,0,34,0,2,20.26068
2703,0,0,0,1,1,30,1,37,0,3,0.7814454
2704,0,0,0,1,1,28.01,0,37,1,2,17.235419999999998
2705,1,0,0,1,1,13.56,1,37,0,1,25.58893
2706,0,0,0,1,0,NA,0,35,0,0,2.800583
2708,1,0,0,1,1,35.65,1,33,0,3,2.800583
2709,1,0,0,1,1,44.23,1,36,1,0,3.676219
2710,0,0,0,1,1,35,1,34,1,0,3.676219
2711,0,0,0,1,1,44.87,1,34,0,0,6.014074
2712,1,0,0,1,0,NA,0,34,0,5,0.8745256
2715,0,0,0,1,1,16.32,0,36,0,0,0
2716,0,1,0,0,1,25,1,34,1,2,1.626673
2717,1,1,0,0,0,9.65,0,37,0,6,0
2721,0,1,0,0,0,NA,0,35,0,1,0
2722,1,1,0,0,1,142.86,1,36,0,1,0
2723,1,1,0,0,0,NA,0,33,0,0,0
2724,1,1,0,0,1,15.4,0,35,0,2,2.550034
2725,1,0,0,1,0,NA,1,35,1,4,0
2727,0,0,1,0,1,20.93,1,35,1,3,10.91967
2728,0,0,0,1,1,20,1,33,1,2,1.617652
2729,1,0,0,1,0,NA,0,37,0,1,1.85701
2730,0,0,0,1,1,26.5,1,37,1,2,12.22802
2731,0,0,0,1,1,72.69,1,35,1,4,4.403729
2732,0,0,0,1,1,55.55,1,34,0,3,14.14216
2733,0,0,0,1,1,11.1,0,35,1,0,16.103930000000002
2734,1,0,0,1,0,80,1,34,1,2,2.739312
2735,0,0,1,0,1,16.93,0,33,0,1,0
2736,0,0,0,1,1,19.36,0,33,0,0,0
2737,0,0,0,1,1,27.03,1,36,0,0,4.413738
2738,0,0,0,1,1,37.5,1,35,0,4,4.413738
2739,1,0,0,1,1,60.29,1,37,0,3,5.562193000000001
2740,1,0,0,1,1,16.75,0,37,0,1,17.48338
2742,0,0,0,1,1,20,0,36,1,1,0
2743,0,0,0,1,1,40,0,36,1,2,0
2744,1,0,0,1,1,22.26,1,37,1,2,31.842959999999998
2745,1,0,0,1,0,NA,0,33,0,3,0
2750,1,0,0,1,1,24.04,1,36,0,2,6.8289480000000005
2751,1,0,0,1,1,24,1,33,1,0,0
2753,0,0,0,1,0,NA,0,35,0,1,0
2754,1,0,0,1,0,45.19,1,35,0,2,0
2755,0,0,0,1,1,68.38,1,33,0,0,0
2756,0,0,0,1,1,29.06,1,34,1,3,0
2757,1,0,0,1,0,NA,1,33,1,4,7.398658
2758,0,0,0,1,1,90,1,37,1,0,12.09591
2759,0,0,0,1,1,10,0,35,0,0,0
2760,1,0,0,1,0,8.75,0,36,0,7,0
2761,0,0,0,1,1,48.08,0,35,0,1,12.93509
2763,1,0,0,1,1,11.65,0,33,0,2,0.2172131
2764,1,1,0,0,1,16.35,0,33,0,2,0
2765,0,0,0,1,1,19.02,1,35,1,0,5.018600999999999
2766,0,0,0,1,1,15,0,34,0,2,78.88239
2767,1,0,0,1,1,19.59,0,37,0,0,1.385052
2768,1,0,0,1,1,34.02,1,35,1,0,5.246675
2776,0,0,0,1,1,45.67,1,33,0,4,4.755188
2777,1,0,0,1,1,24,1,36,1,0,6.437992
2778,0,0,0,1,1,29.91,1,34,1,0,6.437992
2781,1,0,0,1,1,16.67,0,37,0,1,29.03587
2782,1,0,0,1,0,18.29,1,37,0,2,11.261280000000001
2783,1,0,0,1,0,NA,1,37,0,2,16.61897
2784,1,0,0,1,1,23.32,0,37,1,0,7.089696
2785,1,0,0,1,0,NA,0,34,1,1,7.089696
2787,1,0,0,1,1,18,1,36,0,7,12.71006
2788,0,0,0,1,1,23.34,0,34,0,3,12.71006
2791,0,0,0,1,1,24.04,1,35,0,3,1.4710150000000002
2793,1,0,0,1,1,16.04,0,34,0,2,0
2795,0,0,0,1,1,18.5,0,36,0,2,0
2798,0,0,0,1,0,21.31,0,34,0,0,1.241951
2799,0,1,0,0,0,17.05,0,37,0,1,0.7449122
2800,0,1,0,0,0,NA,0,36,0,0,0.7449122
2801,1,0,0,1,1,22.51,1,34,1,1,28.21604
2802,1,0,0,1,1,33.42,1,35,0,2,6.2647569999999995
2805,1,0,0,1,0,NA,0,35,0,2,3.6443290000000004
2806,1,0,0,1,1,29.8,1,35,1,2,5.9318100000000005
2807,0,0,0,1,1,25.23,0,33,1,0,5.9318100000000005
2809,1,1,0,0,1,16.76,0,36,0,4,0
2810,0,1,0,0,1,20,0,34,0,4,0
2811,1,1,0,0,1,18.21,1,33,0,3,0.2054147
2812,1,0,0,1,1,15.08,0,36,0,1,4.140020000000001
2813,0,1,0,0,1,19.01,0,35,0,4,2.540108
2815,1,1,0,0,0,NA,0,34,0,1,0
2816,1,1,0,0,1,13.11,0,33,0,1,0
2819,0,1,0,0,1,12,0,36,0,0,0.7493557
2820,1,1,0,0,1,23,0,34,0,3,0.7493557
2822,0,1,0,0,1,10,0,35,0,1,0
2824,1,1,0,0,1,23.7,0,37,1,6,1.786672
2827,1,1,0,0,1,9,0,35,0,2,0
2828,1,1,0,0,1,15.04,0,35,1,1,0.6780022
2829,0,0,0,1,1,22.13,0,37,0,0,0.8736537
2831,0,0,0,1,1,11.25,0,37,0,4,5.325813
2832,1,0,0,1,1,22.82,0,35,0,1,5.325813
2833,0,0,0,1,1,12.55,1,34,1,0,10.29032
2835,0,0,0,1,0,NA,0,36,1,0,1.83782
2839,1,0,0,1,0,NA,0,36,1,1,30.49622
2840,1,0,0,1,1,8.25,1,34,0,2,0
2842,1,0,0,1,0,21,0,36,0,3,7.299091000000001
2845,1,0,0,1,1,10,0,35,0,2,5.822643
2846,0,0,0,1,1,13.47,0,35,0,0,0
2849,1,0,0,1,1,9,0,35,0,0,0.31937560000000004
2851,0,0,0,1,1,18.96,0,34,0,3,3.16674
2855,1,0,0,1,1,25.5,1,37,0,3,1.82878
2856,1,0,0,1,0,NA,0,34,0,1,1.82878
2858,0,0,0,1,0,NA,1,36,0,0,4.377109000000001
2859,1,0,0,1,0,NA,0,34,0,3,0
2860,0,0,0,1,1,14.95,0,37,0,0,0
2862,0,0,0,1,1,36.06,0,36,0,1,5.436666
2864,1,0,0,1,0,NA,0,35,0,0,54.35507
2865,1,0,0,1,1,27.5,0,33,0,1,1.3624649999999998
2866,0,0,0,1,1,13.4,0,36,0,0,0.3226459
2867,0,0,0,1,1,10.14,0,33,0,0,0.3226459
2868,0,0,0,1,0,NA,0,36,0,1,2.137218
2870,1,0,0,1,0,NA,1,34,1,3,23.89899
2871,0,0,0,1,1,20.48,1,36,1,3,25.91387
2873,0,0,0,1,1,69.23,1,37,0,2,0
2874,0,0,0,1,1,50.96,1,36,1,1,19.03267
2876,0,0,0,1,0,50,1,37,1,0,17.13129
2877,1,0,0,1,1,35,1,34,1,3,15.60938
2880,0,0,0,1,1,18.34,1,33,0,2,4.724498
2882,0,0,0,1,1,17,0,36,0,4,17.30752
2883,0,0,0,1,1,22.31,1,34,0,0,0
2886,0,1,0,0,1,62.22,1,33,1,0,13.194959999999998
2887,1,1,0,0,1,11.63,1,35,1,2,3.768333
2891,0,0,0,1,1,20.56,0,33,0,3,0.7176585
2892,1,0,0,1,1,88,0,36,0,1,18.12332
2894,1,0,0,1,0,NA,1,37,1,3,5.276794
2895,0,0,0,0,1,10.38,0,35,0,0,22.021349999999998
2898,0,0,0,1,1,11,0,34,1,0,8.754717000000001
2904,0,0,0,1,0,14.1,0,37,0,0,0
2905,1,0,0,1,1,31.5,1,34,1,0,10.127379999999999
2906,0,0,0,1,0,NA,1,33,1,0,0
2907,0,0,0,1,1,12.24,0,37,1,0,53.483019999999996
2908,0,0,0,1,1,18.13,1,34,0,1,2.14654
2910,0,1,0,0,1,48.46,0,37,1,2,17.033759999999997
2911,0,0,0,1,1,10,0,37,0,2,3.922315
2912,1,0,0,1,1,10.75,0,34,0,1,3.922315
2913,1,0,0,1,0,NA,0,34,0,2,3.922315
2914,1,0,0,1,1,15.06,1,36,1,0,12.00284
2915,0,1,0,0,1,20.06,0,37,1,0,5.25881
2921,0,0,0,1,1,19,0,35,0,1,1.345299
2922,1,0,0,1,1,33.75,0,34,0,0,1.395651
2924,1,0,0,1,1,9.82,0,35,0,3,0
2925,0,0,0,1,1,30.33,0,34,0,2,0
2926,0,0,0,1,0,NA,1,35,0,2,15.06147
2927,1,0,0,1,1,9.62,0,35,0,1,31.303069999999998
2930,0,0,0,1,0,12.5,0,34,0,0,1.884757
2931,0,0,1,0,1,18,0,37,0,0,0
2932,1,0,0,1,0,30,1,36,0,0,6.498455
2933,1,0,0,1,1,16.67,0,35,0,3,6.498455
2935,1,0,0,1,0,NA,0,34,0,2,3.0846039999999997
2936,1,0,0,1,0,NA,0,34,0,4,9.531482
2937,1,0,0,1,1,50,1,33,1,2,0
2938,0,0,0,1,1,50.39,1,37,1,3,26.55468
2941,0,0,0,1,1,30,1,34,1,0,25.91387
2942,1,0,0,1,1,46.15,1,36,1,0,0
2943,1,0,0,1,0,NA,1,33,1,2,0
2945,0,0,0,1,1,48.56,1,36,1,2,0
2946,1,0,0,1,0,NA,1,34,1,3,0
2947,0,0,0,1,0,NA,0,34,0,3,0
2949,0,0,0,1,0,NA,0,37,0,0,11.76368
2950,0,0,0,1,1,35.1,1,36,1,1,0.44645389999999996
2951,0,0,0,1,1,40,1,34,1,1,0.44645389999999996
2953,1,1,0,0,1,15.74,1,35,0,0,0
2955,0,0,0,1,1,14.91,0,33,0,6,4.302461
2956,1,0,0,1,1,12.85,0,36,0,4,7.410422
2958,1,0,0,1,0,NA,0,36,0,2,1.9341510000000002
2959,0,1,0,0,0,NA,0,36,1,0,15.65981
2961,1,1,0,0,0,NA,0,37,1,3,4.901072
2962,1,1,0,0,1,14,0,36,1,2,0
2965,0,0,0,1,1,19.65,0,33,0,0,0.36805119999999997
2966,1,0,1,0,0,NA,0,34,0,3,0
2968,0,0,0,1,1,10.15,0,33,0,0,0
2972,0,0,0,1,1,36.97,0,35,0,4,1.6551179999999999
2976,0,0,0,1,1,23.06,1,34,1,0,4.076127
2978,0,0,0,1,0,9.25,0,36,0,0,0
2980,0,0,0,1,1,16,1,37,1,0,13.627040000000001
2981,0,0,0,1,1,15,1,35,1,1,8.395456
2982,1,0,0,1,1,33,1,35,0,0,1.6181079999999999
2984,0,0,0,1,1,36.54,1,36,1,2,4.619366
2985,1,0,0,1,1,21.6,1,35,1,2,4.619366
2986,1,0,0,1,1,25,1,36,1,1,31.65253
2987,1,0,0,1,1,23,1,33,1,0,11.885620000000001
2988,0,0,0,1,1,24.09,0,34,0,1,6.852755
2989,1,0,0,1,1,22.22,1,34,1,2,29.73716
2990,0,0,0,1,1,17.63,0,35,1,3,10.93017
2993,0,0,0,1,0,22.97,1,33,1,0,0
2995,0,0,0,1,1,30.22,1,34,1,0,14.56668
2997,1,0,0,1,1,54.32,1,37,1,2,0
2998,1,0,0,1,1,25.5,0,36,0,3,1.225286
3002,1,0,0,1,0,14.06,0,37,0,0,0
3004,0,0,0,1,1,12.5,0,35,1,0,8.87763
3005,1,0,0,1,1,32.42,1,33,1,1,8.855595
3006,1,0,0,1,1,18.87,1,36,0,0,10.5756
3007,1,0,0,1,1,33.65,1,34,0,1,10.542549999999999
3009,1,0,0,1,1,25.48,1,36,0,1,3.800085
3011,0,0,0,1,1,21,0,33,0,2,7.926897
3012,1,0,0,1,1,28.85,1,35,1,1,0
3013,1,0,0,1,1,28.05,1,35,0,1,24.054779999999997
3014,1,0,0,1,1,44.95,0,37,1,1,8.707498
3015,0,0,0,1,1,36.25,1,34,1,1,8.707498
3016,0,0,0,1,1,35,1,33,1,1,0
3017,1,0,0,1,0,30.82,1,33,0,2,1.660269
3018,1,0,0,1,1,12.5,0,35,0,0,5.056714
3021,1,0,0,1,1,18.18,1,37,1,2,5.172689999999999
3022,1,0,0,1,1,60.81,1,34,1,2,5.172689999999999
3024,0,0,0,1,0,29,1,34,0,3,16.803919999999998
3025,1,0,0,1,1,15.3,0,34,0,1,0
3026,1,0,0,1,1,10,0,34,0,0,0
3027,0,0,0,1,1,18,0,33,0,1,23.991919999999997
3028,1,0,0,1,1,9.27,0,34,0,2,14.82748
